,year,team,week_1,win_pct_1,home_team_1,opp_1,opp_win_pct_1,result_1,pf_1,pa_1,yds_1,opp_yds_1,tnf
40,2016,Atlanta Falcons,9,0.625,False,Tampa Bay Buccaneers,0.42857142857142855,1,43,28,461,396,1
41,2016,Atlanta Falcons,10,0.6666666666666666,False,Philadelphia Eagles,0.5,0,15,24,303,429,0
42,2016,Tampa Bay Buccaneers,9,0.42857142857142855,True,Atlanta Falcons,0.625,0,28,43,396,461,1
43,2016,Tampa Bay Buccaneers,10,0.375,True,Chicago Bears,0.25,1,36,10,360,283,0
44,2016,New Orleans Saints,11,0.4444444444444444,False,Carolina Panthers,0.3333333333333333,0,20,23,371,223,1
45,2016,New Orleans Saints,12,0.4,True,Los Angeles Rams,0.4,1,49,21,555,247,0
46,2016,Carolina Panthers,11,0.3333333333333333,True,New Orleans Saints,0.4444444444444444,1,23,20,223,371,1
47,2016,Carolina Panthers,12,0.4,False,Oakland Raiders,0.8,0,32,35,358,366,0
48,2016,Seattle Seahawks,15,0.6153846153846154,True,Los Angeles Rams,0.3076923076923077,1,24,3,299,183,1
49,2016,Seattle Seahawks,16,0.6923076923076923,True,Arizona Cardinals,0.35714285714285715,0,31,34,391,370,0
50,2016,Arizona Cardinals,5,0.25,False,San Francisco 49ers,0.25,1,33,21,288,286,1
51,2016,Arizona Cardinals,6,0.4,True,New York Jets,0.2,1,28,3,396,230,0
52,2016,Los Angeles Rams,15,0.3076923076923077,False,Seattle Seahawks,0.6153846153846154,0,3,24,183,299,1
53,2016,Los Angeles Rams,16,0.2857142857142857,True,San Francisco 49ers,0.07142857142857142,0,21,22,177,323,0
54,2016,San Francisco 49ers,5,0.25,True,Arizona Cardinals,0.25,0,21,33,286,288,1
55,2016,San Francisco 49ers,6,0.2,False,Buffalo Bills,0.6,0,16,45,300,492,0
