,year,team,week,post_bye,win_pct,home_team,opp,opp_win_pct,result,pf,pa,yds,opp_yds
36,1990,Phoenix Cardinals,4,0,0.3333333333333333,1,Washington Redskins,0.6666666666666666,0,10,38,192,436
37,1990,Phoenix Cardinals,6,1,0.25,1,Dallas Cowboys,0.4,1,20,3,414,100
38,1990,Chicago Bears,6,0,0.8,1,Los Angeles Rams,0.25,1,38,9,402,267
39,1990,Chicago Bears,8,1,0.8333333333333334,0,Phoenix Cardinals,0.3333333333333333,1,31,21,382,331
40,1990,Tampa Bay Buccaneers,13,0,0.3333333333333333,1,Atlanta Falcons,0.2727272727272727,1,23,17,373,374
41,1990,Tampa Bay Buccaneers,15,1,0.38461538461538464,1,Minnesota Vikings,0.46153846153846156,1,26,13,345,433
42,1990,Detroit Lions,6,0,0.4,0,Kansas City Chiefs,0.6,0,24,43,328,566
43,1990,Detroit Lions,8,1,0.3333333333333333,0,New Orleans Saints,0.3333333333333333,1,27,10,262,269
44,1990,Green Bay Packers,6,0,0.4,0,Tampa Bay Buccaneers,0.6,0,14,26,381,356
45,1990,Green Bay Packers,8,1,0.3333333333333333,1,Minnesota Vikings,0.16666666666666666,1,24,10,292,316
46,1990,Minnesota Vikings,6,0,0.2,0,Philadelphia Eagles,0.25,0,24,32,273,347
47,1990,Minnesota Vikings,8,1,0.16666666666666666,0,Green Bay Packers,0.3333333333333333,0,10,24,316,292
48,1990,San Francisco 49ers,3,0,1.0,1,Atlanta Falcons,0.5,1,19,13,445,369
49,1990,San Francisco 49ers,5,1,1.0,0,Houston Oilers,0.5,1,24,21,383,256
50,1990,New Orleans Saints,3,0,0.0,1,Phoenix Cardinals,0.5,1,28,7,297,297
51,1990,New Orleans Saints,5,1,0.3333333333333333,0,Atlanta Falcons,0.3333333333333333,0,27,28,293,457
52,1990,Los Angeles Rams,3,0,0.5,1,Philadelphia Eagles,0.0,0,21,27,281,405
53,1990,Los Angeles Rams,5,1,0.3333333333333333,1,Cincinnati Bengals,0.75,0,31,34,477,582
54,1990,Atlanta Falcons,3,0,0.5,0,San Francisco 49ers,1.0,0,13,19,369,445
55,1990,Atlanta Falcons,5,1,0.3333333333333333,1,New Orleans Saints,0.3333333333333333,1,28,27,457,293
